,Unnamed: 0,YEAR,STATEFIP,Inc_F,Inc_M,Agelt30,Child,Child5,White,Black,AmIndian_AlaskaNative,Chinese,Japanese,SEX,Prop_F,College,Mar,Constr,GWG,party_simplified,state,Year_imp,Pay_Transp,Empt,GDP_pc,GWG_calc,log_GDP,DEMOCRAT
131,131,2012,33,17038.52246543779,27560.099366359445,20.463709677419356,39.97695852534562,8.899769585253456,95.78052995391705,0.9792626728110599,0.18721198156682028,0.48963133640552997,0.07200460829493087,6944,48.38709677419355,62.68721198156682,60.42626728110599,6.4804147465437785,61.82315324390826,DEMOCRAT,NEW HAMPSHIRE,2015.0,0,62.231094825380076,51737.21,38.17684675609174,10.853932530822627,1
132,132,2012,34,21818.63225616344,36175.09552106866,20.452313132305274,47.645123268834105,11.690894804046755,74.63657793929869,10.394362046950201,0.18907769374324723,1.7999214222571456,0.19889991160003928,40724,48.34250073666634,63.43924958255574,59.11747372556723,4.920931146252824,60.313958931929015,DEMOCRAT,NEW JERSEY,2013.0,0,57.1334724070113,58470.06,39.68604106807099,10.976270107336456,1
133,133,2012,35,15213.2190404421,21430.007535795023,23.235367997990455,42.38884702336097,12.245666917859834,70.5978397387591,1.5071590052750565,14.129615674453655,0.4019090680733484,0.12559658377292138,7962,49.22130118060789,58.67872393870887,53.69253956292389,8.126098970108012,70.99026453925002,DEMOCRAT,NEW MEXICO,,0,51.118615328241646,42118.87,29.009735460749983,10.648251137777871,1
134,134,2012,36,19803.476966125985,29110.984598584982,22.916714061469165,43.642650772345704,10.856063880610597,73.4922765429852,11.695520622426463,0.3253179243351457,3.0234092408490114,0.19905817048479196,87914,49.259503605796574,62.21307186568692,54.35198034442751,5.425756989785472,68.0275065896898,DEMOCRAT,NEW YORK,2016.0,0,58.407216541719215,67855.13,31.972493410310186,11.12513027036361,1
135,135,2012,37,15576.0219535852,24392.73236970973,22.32263253767358,42.36001040902747,11.568214615220837,76.26032031416338,17.04478247498285,1.2396205436351162,0.4636748598329824,0.056776513448936625,42271,48.30971588086395,60.275366090227344,59.79513141397175,5.781741619550046,63.855175047659294,REPUBLICAN,NORTH CAROLINA,,0,54.927680092208526,45654.91,36.144824952340706,10.72886643774196,0
136,136,2012,38,12483.304252400549,24324.53772290809,22.551440329218106,38.628257887517144,12.482853223593965,92.6474622770919,0.7956104252400549,4.526748971193416,0.2194787379972565,0.027434842249657063,3645,46.09053497942387,60.43895747599451,63.86831275720164,10.534979423868313,51.31980058409974,REPUBLICAN,NORTH DAKOTA,,0,80.79837431485831,73928.71,48.68019941590026,11.210856529460727,0
137,137,2012,39,15384.930403777586,23872.58167100318,22.75224053194565,42.08923580996434,11.180495326202179,88.3415245253927,8.150717933892262,0.2004432880408596,0.39124987954129326,0.07902091163149272,51885,49.08740483762166,54.32013105907295,57.62359063313096,5.128649898814686,64.44602689312352,DEMOCRAT,OHIO,,0,57.18939992144384,47256.9,35.553973106876484,10.763353954006323,1
138,138,2012,40,12989.51351695996,22555.62127008416,25.45269064014282,43.305279265493496,13.198163733741392,76.05840346850293,4.998724815098189,8.263198163733742,0.2996684519255292,0.04463147156337669,15684,46.729150726855394,50.739607243050244,58.786023973476155,8.269574088242795,57.5888084013369,REPUBLICAN,OKLAHOMA,,0,57.91012536263,45795.42,42.4111915986631,10.731939365101942,0
139,139,2012,41,15340.062889350342,24982.555324829427,21.1687926431326,40.314446751705724,11.658261643429249,88.56719074458617,1.156926727973895,1.2399881340848413,0.848412933847523,0.3797092850786117,16855,48.72738059922872,62.96647878967666,59.46010086027885,6.496588549391872,61.403097841253675,DEMOCRAT,OREGON,2019.0,0,56.918998528756426,44782.18,38.59690215874633,10.709565571415315,1
140,140,2012,42,15956.578884570805,25676.991204745347,22.061430422035862,42.302447671643826,10.45373968773437,90.55191927456194,5.3538555941910415,0.13806504397627326,0.574418763209927,0.035794641030885664,58668,48.34151496556896,53.41071793822868,59.33217426876662,6.057816867798459,62.143491647190665,DEMOCRAT,PENNSYLVANIA,,0,57.04791942250067,50750.74,37.85650835280934,10.834681478078515,1
141,141,2012,44,18547.108503270487,25056.60061562139,25.336667949211236,39.80377068103117,10.157752981916122,86.36013851481339,5.098114659484417,0.2693343593689881,0.6733358984224702,0.07695267410542517,5198,50.67333589842247,63.101192766448634,52.84724894190073,4.944209311273567,74.0208489882199,DEMOCRAT,RHODE ISLAND,,0,56.21214663477718,48912.34,25.979151011780107,10.797784995365861,1
142,142,2012,45,14663.230870378798,22754.991655287515,23.3651949628281,42.295048803924544,11.510645830172457,73.51944570879482,21.98958175289536,0.3489607039902898,0.26298487836949375,0.06068881808526779,19773,48.90507257371163,57.37116269660648,56.926111363981185,5.441764021645678,64.43962314954989,REPUBLICAN,SOUTH CAROLINA,,0,51.987030377236664,37653.99,35.56037685045011,10.536194203708588,0
143,143,2012,46,11932.62451171875,18660.771484375,23.974609375,39.3798828125,13.232421875,90.771484375,0.7568359375,5.712890625,0.2685546875,0.0244140625,4096,47.705078125,55.56640625,61.62109375,8.0078125,63.94496884392026,REPUBLICAN,SOUTH DAKOTA,,0,68.95242481042958,52671.52,36.05503115607974,10.871830170994002,0
144,144,2012,47,14788.44620486367,24019.41304347826,22.295504789977894,42.44288872512896,11.149594694178335,82.84450994841562,13.249815770081062,0.2431834929992631,0.3058216654384672,0.07369196757553427,27140,48.09874723655122,54.469417833456156,59.62785556374355,5.836403831982314,61.56872434016044,REPUBLICAN,TENNESSEE,,0,56.3093966434894,44385.22,38.43127565983956,10.700661810119628,0
145,145,2012,48,15417.849506186438,27682.927396556155,23.87561038293498,45.5272239967691,12.843741968645592,78.78162058963909,9.219994859933179,0.5938612916253626,0.8334251202408488,0.08627969306458126,108948,46.244079744465246,55.79634320960458,59.05661416455557,7.456768366560194,55.694433198219016,REPUBLICAN,TEXAS,,0,57.8739554947608,54473.01,44.305566801780984,10.905460628626978,0
146,146,2012,49,12528.499240425364,27346.23730710802,29.911249700167907,49.4283201407212,17.638122651315264,90.9490685216279,0.8715119533061485,1.2153194211241705,0.5037179179659391,0.3118253777884385,12507,44.95082753657952,61.885344207243946,64.8596785799952,6.900135923882626,45.81434403470518,REPUBLICAN,UTAH,,0,59.774797785397105,45387.77,54.18565596529483,10.72299796447934,0
147,147,2012,50,15440.512973456604,21058.571428571428,20.578586340590515,37.0712794512377,9.543692215926036,96.95794810617357,0.29824038174768863,0.3280644199224575,0.14912019087384432,0.0,3353,50.6710408589323,60.42350134208172,58.991947509692814,7.992842230838056,73.32174941604791,DEMOCRAT,VERMONT,2005.0,1,67.34279433106467,46706.64,26.67825058395209,10.751641617703955,1
148,148,2012,51,19960.26061434138,32519.449673599516,22.80501998886696,42.92039876524468,11.507514801882495,74.71534841354182,15.173827235463792,0.32387024948130155,0.9159455493143059,0.11133039825919741,39522,48.20100197358433,64.47801224634381,59.637670158392794,5.92581347097819,61.37945387970649,DEMOCRAT,VIRGINIA,,0,59.32106383228197,54485.17,38.620546120293504,10.905683833530924,1
149,149,2012,53,17105.95980861244,30083.331738437,22.401913875598087,42.65709728867623,11.977671451355661,82.45933014354067,2.5454545454545454,1.5661881977671452,1.6108452950558214,0.580542264752791,31350,47.13237639553429,63.728867623604465,59.961722488038276,6.87719298245614,56.86191927590395,DEMOCRAT,WASHINGTON,2018.0,0,56.6667231998845,58107.91,43.13808072409605,10.970057078151484,1
150,150,2012,54,13539.245543733592,23563.79024457648,21.32098936023214,41.05292248169131,10.929943346690617,94.43139422412602,2.957026392151444,0.16581456404587536,0.17963244438303164,0.02763576067431256,7237,47.69932292386348,48.47312422274423,59.527428492469255,8.6914467320713,57.45784274603204,REPUBLICAN,WEST VIRGINIA,,0,49.47260916333503,37873.53,42.542157253967964,10.542007730177282,0
151,151,2012,55,14936.163762572602,22479.99440430656,21.66737498229211,40.972517353732826,11.19492846012183,94.05723190253578,2.2241110638900694,0.793313500495821,0.21957784388723614,0.03187420314492138,28236,48.32837512395523,54.27822637767389,62.41323133588327,7.065448363790905,66.4420261586508,DEMOCRAT,WISCONSIN,,0,61.169586554386825,48446.53,33.557973841349195,10.788215994527024,1
152,152,2012,56,12952.708333333334,24988.74293785311,22.5635593220339,40.3954802259887,12.711864406779661,91.73728813559322,0.5649717514124294,3.001412429378531,0.14124293785310735,0.07062146892655367,2832,47.175141242937855,55.01412429378531,62.25282485875706,11.158192090395481,51.83417335376438,REPUBLICAN,WYOMING,,0,68.79387364390556,67425.69,48.16582664623562,11.118781381548448,0
153,153,2013,1,14690.285966369109,25173.322503632968,22.06248702511937,43.90180610338385,11.50093419140544,75.55013493875856,20.91550757733029,0.4878555117292921,0.2335478513597675,0.03632966576707494,19268,47.737180817936476,56.653518787627156,59.814199709362676,5.869835997508823,58.35656363695747,REPUBLICAN,ALABAMA,,0,52.225873657221456,40324.71,41.643436363042525,10.604719711399044,0
154,154,2013,2,15587.125890736344,28661.81201221581,25.585341024770955,42.07668815744825,13.33559552086868,63.28469630132338,2.273498473023414,22.395656599932135,0.1357312521208008,0.20359687818120123,2947,45.300305395317274,53.817441465897524,54.08890397013912,10.587037665422464,54.38290462617308,REPUBLICAN,ALASKA,,0,62.51270969298805,77671.92,45.61709537382691,11.26024908107726,0
155,155,2013,4,16567.48021556179,26361.55521925292,23.996013583345636,43.01638860180127,12.583050346965894,79.8907426546582,3.4142920419311973,5.097445740439983,0.7456075594271372,0.12918942861361288,27092,47.46419607264137,60.76701609331168,55.21187066292632,6.175254687730695,62.84712748457982,REPUBLICAN,ARIZONA,,0,50.81200478093174,41988.19,37.15287251542017,10.64514366724786,0
156,156,2013,5,14252.017477522895,22463.85412990505,22.788001008318627,42.57625409629443,11.78052264515587,83.34593731619192,11.57045626417948,0.5293672800604992,0.21006638097638855,0.042013276195277706,11901,48.432904797916144,49.710108394252586,61.49903369464751,6.915385261742711,63.44422197146423,REPUBLICAN,ARKANSAS,,0,53.00694926023296,38258.3,36.55577802853576,10.552115809179059,0
157,157,2013,6,18917.75912551478,30540.39652454449,23.90964304481187,45.46321076364703,12.165927338050372,64.0698512788552,4.481797851669905,0.7704904009482959,4.377925236157447,0.9079688626559617,163662,46.6015324265865,62.00889638401095,55.109310652442225,6.407107330962593,61.9433971995455,DEMOCRAT,CALIFORNIA,1984.0,1,55.73305876691676,58002.67,38.0566028004545,10.96824432295176,1
158,158,2013,8,17234.283359497644,30433.85259026688,23.89717425431711,40.05886970172684,11.648351648351648,87.9199372056515,2.759026687598116,0.7142857142857143,0.4631083202511774,0.2708006279434851,25480,47.142857142857146,67.70408163265306,58.27708006279435,6.157770800627944,56.62866148273774,DEMOCRAT,COLORADO,2008.0,1,63.67518318941393,55429.56,43.37133851726226,10.9228683044426,1
159,159,2013,9,22208.95965238982,38490.43225551605,21.556345578691946,43.47384459116303,10.377518198747248,83.74809547993905,7.036848936290277,0.2144348513063597,0.9593138084758196,0.11286044805597878,17721,49.184583262795556,65.75814005981604,58.99215619886011,5.146436431352632,57.69994866505316,DEMOCRAT,CONNECTICUT,2015.0,0,62.477501479507154,67183.06,42.300051334946836,11.115176411399563,1
160,160,2013,10,19196.54755913437,27408.61600402617,22.3704076497232,40.16104680422748,10.342224458983392,76.95017614494212,15.60140915953699,0.5284348263714141,1.182687468545546,0.050327126321087066,3974,48.71665827881228,58.505284348263714,56.71867136386512,5.385002516356316,70.03836879729536,DEMOCRAT,DELAWARE,2016.0,0,58.956758312753905,66818.6,29.96163120270463,11.10973676388042,1
162,162,2013,12,16672.720427728615,26007.005555555555,21.037364798426744,40.902163225172075,10.108161258603737,80.08357915437561,12.543018682399213,0.29375614552605706,0.5432645034414946,0.08357915437561456,81360,48.603736479842674,59.42600786627335,55.06760078662734,5.703048180924287,64.10857409982376,DEMOCRAT,FLORIDA,,0,53.90460603944071,41493.88,35.891425900176245,10.63330122546452,1
163,163,2013,13,17109.087620287966,27550.486457805757,22.89752309287799,44.19603019559607,12.097532740033282,68.66362781274871,24.16130043653378,0.21464920531558257,0.5643585847623183,0.10853049706967657,41463,48.14171671128476,59.80271567421556,57.89016713696549,5.433760219955141,62.1008549032009,REPUBLICAN,GEORGIA,,0,55.10232375181343,46599.58,37.8991450967991,10.749346807197584,0
164,164,2013,15,16682.125639152666,26033.592403214025,24.44119795471147,43.462381300219135,11.921110299488678,27.655222790357925,2.118334550766983,0.14609203798392986,4.265887509130752,14.3754565376187,6845,46.35500365230095,61.82615047479912,57.531044558071585,6.135865595325055,64.07923032970719,DEMOCRAT,HAWAII,,0,61.62041762550557,52933.89,35.92076967029282,10.876799055444563,1
165,165,2013,16,11394.959964412812,22765.098457888493,24.184460260972717,44.35053380782918,13.87900355871886,92.8232502965599,0.370699881376038,1.453143534994069,0.19276393831553973,0.14827995255041518,6744,45.581257413997626,55.90154211150652,64.5314353499407,9.045077105575325,50.05451650249404,REPUBLICAN,IDAHO,,0,56.0072156436544,38370.86,49.94548349750596,10.55505359633358,0
166,166,2013,17,18007.95710078972,29900.45087672333,23.276669789854104,44.038615981796276,11.628296078168919,81.66744746352563,8.506224066390041,0.1622942042564583,0.856645696693883,0.12548520947664302,59768,48.671529915673936,61.35222861732031,57.65459777807522,5.327265426315085,60.2263730906092,DEMOCRAT,ILLINOIS,2003.0,1,58.183058052022915,57458.99,39.773626909390806,10.958826754933616,1
167,167,2013,18,14428.7580489429,24222.89329116031,23.785583485933078,42.43715665057433,11.669718661561511,89.77193274513068,5.756617279840186,0.20642583652405527,0.2730148160479441,0.08656567338105543,30035,47.97070084900949,52.691859497253205,58.64158481771267,5.430331280173132,59.56661690041959,REPUBLICAN,INDIANA,,0,56.070054751676984,47521.48,40.43338309958041,10.768937098332684,0
168,168,2013,19,14018.596232701178,21841.301255766277,24.38493080471553,40.53690415171707,12.339825730394669,95.80984110712456,1.4159405433111225,0.28190671450538185,0.2690927729369554,0.025627883136852898,15608,48.443106099436186,54.58098411071246,61.46847770374167,6.6312147616606865,64.18388752822204,DEMOCRAT,IOWA,,0,65.27221806534398,52439.77,35.81611247177795,10.867420551903106,1
169,169,2013,20,14556.664977558998,24634.12393224265,23.425510351816996,42.17460547270885,12.80584913855509,90.1766324019111,3.619516432604604,0.8904010424207326,0.173736788765021,0.04343419719125525,13814,46.97408426234255,58.78818589836398,62.92167366439843,7.108730273635443,59.09146603953852,REPUBLICAN,KANSAS,,0,64.57693139564373,49933.54,40.908533960461476,10.818448200240384,0
170,170,2013,21,15025.407788390889,24200.535110737903,23.869003883698962,43.318988138973445,12.065707987824078,90.79983205626115,5.998740421958644,0.2204261572373255,0.24141912459326126,0.1312060459745985,19054,47.795738427626745,54.79689304083132,60.28655400440852,6.1404429516112105,62.08708906491922,REPUBLICAN,KENTUCKY,,0,54.63157144717859,41891.5,37.91291093508078,10.642838221368738,0
171,171,2013,22,14929.642951043805,26525.29946889625,23.75769048745859,42.498816848083294,11.794709996319083,70.20034705789557,25.266866487879266,0.5994636377977599,0.3155071777882947,0.07361834148393542,19017,48.14113687753063,53.16821791029079,54.677393910711466,8.313614134721565,56.284540608298904,REPUBLICAN,LOUISIANA,2013.0,1,57.10406740970679,49914.29,43.71545939170109,10.818062613488253,0
172,172,2013,23,14618.784797466244,20645.245874312383,19.736622770461743,36.20603433905651,8.901483580596766,95.98266377729621,0.8501416902817136,0.8001333555592599,0.15002500416736123,0.03333888981496916,5999,49.57492915485914,56.94282380396733,60.59343223870645,8.651441906984497,70.8094487537952,DEMOCRAT,MAINE,2009.0,1,60.49040189139531,41010.59,29.190551246204805,10.62158560501756,1
173,173,2013,24,24192.62826587248,33035.86076891837,21.998104778665223,43.711926357113846,11.205496141870855,65.35467713550833,23.788412075267363,0.22336537159875458,1.5669419250033843,0.10152971436307026,29548,50.294436171652904,65.11100582103695,56.32868552863138,5.181399756328686,73.23141490120942,DEMOCRAT,MARYLAND,2017.0,0,58.96717020548009,57494.03,26.768585098790588,10.959436395308185,1
174,174,2013,25,22210.93489537798,32963.496240601504,24.41860465116279,41.14938509063356,10.371859882263799,84.21052631578948,5.24858658273591,0.21856968001398847,2.133240076936527,0.19525558081249636,34314,50.20691263041324,67.87899982514426,55.69446872996445,4.683219677099726,67.38039779900691,DEMOCRAT,MASSACHUSETTS,2012.0,1,64.83195183195987,67668.3,32.61960220099309,11.122373106995534,1
175,175,2013,26,15480.895742243214,25052.543290701207,22.965231826790433,43.07325399237766,11.085131754308026,87.30388833033271,7.439968201267273,0.6102550913044494,0.472304706680072,0.12158338983843438,42769,48.476700413851155,59.44726320465758,58.19869531670135,5.443194837382216,61.79370917598327,DEMOCRAT,MICHIGAN,1982.0,1,53.695091440050945,44109.65,38.206290824016726,10.694433858358822,1
176,176,2013,27,16306.39546599496,25392.89420654912,22.004318100035984,41.00395825836632,11.827995681899964,92.98668585822239,1.8855703490464195,0.8240374235336452,0.29507016912558476,0.05037783375314862,27790,48.26196473551637,61.158690176322416,62.616048938467074,6.869377473911479,64.21637223924381,DEMOCRAT,MINNESOTA,2014.0,0,65.68180231598224,57470.27,35.78362776075619,10.959023049594109,1
177,177,2013,28,13894.473165197662,21403.282485382668,22.192163365040578,45.536259708526046,11.85967361898944,65.72126712627629,31.547255432411205,0.4014311894580679,0.20071559472903394,0.0261802949646566,11459,50.0916310323763,56.43598917881141,56.53198359368182,6.728335805916747,64.91748718770995,REPUBLICAN,MISSISSIPPI,,0,51.259716660328536,34251.57,35.08251281229005,10.441487682055836,0
178,178,2013,29,15048.64295741694,23077.90792268097,24.081206580036717,41.95313343652136,11.878622079838738,88.47053741765956,7.497930240092149,0.4067528166732659,0.34915949749829017,0.06479248407184766,27781,49.19549332277456,55.33638097980634,58.83157553723768,5.964508117058421,65.20800328970519,REPUBLICAN,MISSOURI,,0,59.00924194963784,46447.09,34.79199671029482,10.746069094270904,0
179,179,2013,30,13240.77958137548,20410.7624946604,21.614694574967963,37.56941478000854,11.533532678342588,92.09739427595045,0.17086715079026057,5.360956856044425,0.042716787697565144,0.12815036309269542,4682,48.33404527979496,59.52584365655703,61.78983340452798,9.312259718069201,64.87155776193741,REPUBLICAN,MONTANA,,0,63.29556144111667,43103.25,35.12844223806258,10.67135367928143,0
180,180,2013,31,13674.252183980634,23270.01473529102,24.018524365856226,40.322071360909376,12.672350278918008,93.4006946637196,2.1576676139353754,0.8314914219555837,0.1052520787285549,0.06315124723713293,9501,47.52131354594253,60.24628986422482,62.65656246710873,7.388695926744553,58.763401482691926,REPUBLICAN,NEBRASKA,2012.0,1,67.87802421786107,57499.68,41.236598517308074,10.959534661552565,0
181,181,2013,32,16710.74695761645,25472.96013428452,22.593369702056233,41.82962652119178,12.09399916072178,72.63953000419639,5.858161980696601,1.7205203524968526,1.1078472513638271,0.4448174569869912,11915,47.62064624422996,53.74737725556022,53.99916072177927,5.304238355014688,65.60190440970837,DEMOCRAT,NEVADA,2013.0,1,56.226602077958745,47564.9,34.39809559029163,10.769850373252138,1
182,182,2013,33,17577.98383605138,28331.746283735025,20.753355462548708,40.38100736036946,9.395295136383316,95.9878770385337,0.4762592004618271,0.15875306682060902,0.30307403665752636,0.07216048491845865,6929,48.968105065666045,62.26006638764613,61.45186895655939,6.0614807331505265,62.04341822072127,DEMOCRAT,NEW HAMPSHIRE,2015.0,0,62.91340433611197,53133.12,37.95658177927873,10.88055574160562,1
183,183,2013,34,22351.597659980896,37586.94054441261,20.718720152817575,47.378223495702,11.301337153772684,74.31948424068769,9.988061127029608,0.17191977077363896,1.7000955109837632,0.17430754536771728,41880,48.3261700095511,63.63658070678128,59.02817574021012,4.964183381088826,59.466392678516414,DEMOCRAT,NEW JERSEY,2013.0,1,57.947050408898534,60302.1,40.53360732148359,11.007122207979517,1
184,184,2013,35,15367.174165270078,23091.211035194017,23.217738816552792,44.01186025525332,12.620858579347686,73.94611318808818,1.7274719608095914,11.963387907696275,0.16759056336212452,0.11602423617377852,7757,48.407889648059815,58.79850457651154,53.60319711228568,8.250612350135361,66.54988403097828,DEMOCRAT,NEW MEXICO,,0,51.38799894688205,42410.76,33.45011596902172,10.655157382609886,1
185,185,2013,36,20534.277536860365,30574.425045033026,23.57506615962817,43.203905085951924,10.780127649164942,73.46164965419085,11.368336780305558,0.29354860230835944,3.1745502257210845,0.19681099472946828,89934,49.33284408566282,63.03511463962462,54.37543087152801,5.163786776969778,67.16161467179009,DEMOCRAT,NEW YORK,2016.0,0,59.201304889596145,69570.31,32.83838532820991,11.150093174851413,1
186,186,2013,37,16474.01396209619,25888.85843465224,22.437744512380817,41.5700330311336,11.097055309579028,75.50776583034647,17.04968725841591,1.1666315271628365,0.4708693513247593,0.07262164124909223,42687,48.5955911635861,61.02794761871296,58.60566448801743,5.612950078478225,63.63360518069704,REPUBLICAN,NORTH CAROLINA,,0,55.2176425909265,46961.37,36.36639481930297,10.757080627841338,0
187,187,2013,38,13461.0780669145,23892.586298459904,24.19012214551248,37.679235262878386,12.347318109399893,93.41476367498673,0.7966011683483802,3.4784917684545937,0.0,0.026553372278279343,3766,46.28252788104089,60.56824216675518,63.59532660647902,8.789166224110462,56.33997884851081,REPUBLICAN,NORTH DAKOTA,,0,81.22779676111008,75167.69,43.6600211514892,11.227476763354776,0
188,188,2013,39,15824.463172778182,25031.883685884917,24.06094770329854,41.902476233000314,10.946773083291474,88.08766348533051,7.94961954196201,0.13581142676415323,0.47999106993358265,0.07255678964112296,53751,48.80839426243233,55.47803761790478,56.4733679373407,5.131067328979926,63.21722876054009,DEMOCRAT,OHIO,,0,57.6938402161301,48937.82,36.78277123945991,10.798305791664525,1
189,189,2013,40,13618.23175586024,24125.48113982435,25.469135022430024,42.964554242749735,13.003095975232197,76.47058823529412,4.959878688317432,8.22013015732609,0.13268465280849182,0.09477475200606558,15827,46.19321412775636,51.07727301446894,59.082580400581286,8.428634611739433,56.44750327229905,REPUBLICAN,OKLAHOMA,,0,58.33820935776336,47413.7,43.55249672770095,10.766666495458043,0
190,190,2013,41,16020.89030390738,25634.23895803184,22.014471780028945,40.09261939218524,11.606367583212736,88.24891461649783,1.1519536903039074,1.14616497829233,0.8219971056439942,0.38205499276411,17275,48.480463096960925,63.27062228654125,58.483357452966715,6.240231548480463,62.49801419943321,DEMOCRAT,OREGON,2019.0,0,57.58538878879542,45763.93,37.50198580056679,10.73125150523309,1
191,191,2013,42,16442.959494736842,26576.079157894736,22.61221052631579,41.84084210526316,10.499368421052631,90.22484210526316,5.367578947368421,0.13978947368421052,0.6669473684210526,0.042105263157894736,59375,48.4581052631579,54.27873684210526,58.32757894736842,5.999157894736842,61.87127678633614,DEMOCRAT,PENNSYLVANIA,,0,57.520498784854354,52327.54,38.12872321366386,10.865278088897625,1
192,192,2013,44,18779.03036053131,27905.878557874763,24.47817836812144,39.81024667931689,9.67741935483871,86.03415559772296,4.8766603415559775,0.24667931688804554,0.6451612903225806,0.2656546489563567,5270,49.86717267552182,63.415559772296014,54.0607210626186,4.724857685009487,67.294173597097,DEMOCRAT,RHODE ISLAND,,0,57.07198074955474,50263.48,32.705826402903014,10.825034048652856,1
193,193,2013,45,15047.889716840536,23643.06726279185,23.04520615996026,41.177347242921016,10.59612518628912,74.89816194734227,20.87928464977645,0.40238450074515647,0.35270740188772975,0.03974167908594138,20130,49.140586189766516,58.7779433681073,57.38698460009935,5.275707898658719,63.64609781625954,REPUBLICAN,SOUTH CAROLINA,,0,52.46634353438573,38833.58,36.353902183740466,10.56704061523094,0
194,194,2013,46,12290.98979349632,19098.872537384286,23.949679563256588,40.897222881557084,13.885592214573938,91.0515072394968,0.7358177070970805,5.364348445288393,0.023736055067647758,0.0,4213,48.753857108948495,55.85093757417517,62.25967244244006,8.355091383812011,64.354530716082,REPUBLICAN,SOUTH DAKOTA,,0,68.9864503275582,53855.65,35.645469283918004,10.894062598157769,0
195,195,2013,47,15258.394716339684,24475.26984913946,23.20631772788441,42.379063673064664,11.172887598271831,83.20348466605283,12.447765422480346,0.26914087399957504,0.304554146894256,0.06374389121042567,28238,47.857496989871805,54.3062539839932,59.310149444011614,5.641334372122672,62.34208983349029,REPUBLICAN,TENNESSEE,,0,56.77485549742394,45563.38,37.657910166509716,10.726859602693443,0
196,196,2013,48,16126.530077942254,29007.238425619435,24.134735058125678,45.103231558227186,12.77617420932306,78.51335963774065,9.212721446918941,0.5093168798382897,0.8915252142749958,0.09621410728314311,113289,46.31164543777419,56.836056457378916,58.70119782150076,7.111016956633036,55.5948478835516,REPUBLICAN,TEXAS,,0,58.64877876388529,57199.93,44.4051521164484,10.954307953590916,0
197,197,2013,49,12141.46259469697,29509.249526515152,29.963699494949495,49.944760101010104,17.67676767676768,91.14583333333333,0.5760732323232324,1.1284722222222223,0.39457070707070707,0.26830808080808083,12672,44.026199494949495,62.75252525252525,65.93276515151516,6.218434343434343,41.144599708601255,REPUBLICAN,UTAH,,0,60.48666108039505,46740.45,58.85540029139875,10.75236523577436,0
198,198,2013,50,15809.910878918254,21531.37984019668,19.483712354025815,38.22987092808851,9.4960049170252,97.17271051014137,0.645359557467732,0.24585125998770743,0.15365703749231716,0.0,3254,50.36877688998156,59.06576521204671,60.90964966195452,7.959434542102028,73.42730004420301,DEMOCRAT,VERMONT,2005.0,1,67.83066790296249,46772.66,26.572699955797003,10.753054123167235,1
199,199,2013,51,20389.73371823905,33504.45138491402,22.681233357389942,42.560286688400566,11.460070178931389,75.40999925341562,14.428987382724037,0.29614513600278725,0.9133215538909489,0.1393624169424881,40183,47.84610407386208,65.28133787920265,59.395764377970785,5.484906552522211,60.85679029330382,DEMOCRAT,VIRGINIA,,0,59.336815384852045,55451.06,39.14320970669618,10.923256108916808,1
200,200,2013,53,18051.27710003485,30943.25865838588,22.459520263633195,41.92148040178713,12.243733958617193,82.0368199245857,2.65534395893406,1.5875027725846826,1.5272980766183972,0.5386735954878165,31559,47.53002313127792,64.5996387718242,59.98288919167274,6.521119173611331,58.33670363978555,DEMOCRAT,WASHINGTON,2018.0,0,57.300884320578696,60189.29,41.66329636021445,11.005249708492844,1
201,201,2013,54,13916.770662287903,24206.92446633826,21.41488779419814,41.83087027914614,11.343732895457034,95.52545155993433,2.40831964969896,0.06841817186644773,0.19157088122605365,0.02736726874657909,7308,47.12643678160919,49.616858237547895,60.09852216748769,8.388067870826491,57.49086663876003,REPUBLICAN,WEST VIRGINIA,,0,49.25785866480336,38557.93,42.50913336123997,10.559917064710907,0
202,202,2013,55,15102.961503591603,24100.00934514262,21.985494106980962,40.58860450519562,11.081665388102378,93.71295069391171,2.447869446962829,0.7113466768951809,0.1917846432805635,0.02789594811353651,28678,48.25999023641816,54.616779412790294,61.79301206499756,6.764767417532603,62.66786575597582,DEMOCRAT,WISCONSIN,,0,61.6927430615342,49550.86,37.33213424402418,10.81075489581337,1
203,203,2013,56,13767.233077459874,27250.6629448709,22.26099092812282,39.84647592463364,13.398464759246336,92.28890439637125,0.6629448709002094,2.8960223307745987,0.034891835310537335,0.06978367062107467,2866,45.778087927424984,59.14166085136078,64.06140963014654,11.060711793440335,50.52072716657021,REPUBLICAN,WYOMING,,0,68.72438295973362,67493.98,49.47927283342979,11.1197936876982,0
204,204,2014,1,14848.33876690492,25330.645343754823,22.265645086645755,42.54640818635265,10.505476423098678,75.49236386074973,20.944104489124285,0.4010901424384224,0.26225124697896846,0.030853087879878643,19447,48.002262559777854,55.23216948629609,59.25335527330694,5.877513241116882,58.61808321660358,REPUBLICAN,ALABAMA,,0,52.683950429183085,40765.65,41.38191678339643,10.615595094020792,0
205,205,2014,2,16736.17374005305,29252.950928381964,26.3262599469496,41.54509283819629,14.787798408488063,63.06366047745358,1.790450928381963,22.148541114058354,0.3978779840848806,0.0,3016,45.42440318302387,55.57029177718833,54.60875331564987,8.952254641909814,57.21191609361771,REPUBLICAN,ALASKA,,0,62.588881728453686,76713.79,42.7880839063823,11.247836762589857,0
