,Unnamed: 0,YEAR,STATEFIP,Inc_F,Inc_M,Agelt30,Child,Child5,White,Black,AmIndian_AlaskaNative,Chinese,Japanese,SEX,Prop_F,College,Mar,Constr,GWG,party_simplified,state,Year_imp,Pay_Transp,Empt,GDP_pc,GWG_calc,log_GDP,DEMOCRAT
255,0,2015,1,15185.027418520434,26204.591308846357,22.89705121572685,42.007242628039315,11.045007759958613,74.94050698396275,21.215726849456804,0.3776513191929643,0.19141231246766685,0.062079668908432487,19330,47.82721158820486,57.28918779099845,58.825659596482154,5.995861355406104,57.947965070510946,REPUBLICAN,ALABAMA,,0,53.29672491345169,41699.1,42.052034929489054,10.63823482482017,0
256,1,2015,2,16877.907921462425,29031.340555179417,28.50372376438727,41.164522681110356,14.150304671631686,62.897765741367635,2.4373730534867977,21.15775220040623,0.2031144211238998,0.1015572105619499,2954,44.95599187542315,54.57007447528775,56.770480704129994,9.546377792823291,58.136853478684,REPUBLICAN,ALASKA,,0,62.51763877415598,69813.72,41.86314652131599,11.153585831039347,0
257,2,2015,4,17255.20918756123,27085.790268151966,25.10250734787184,42.37454189194093,12.446024892049785,79.01230088174462,3.483435538299648,5.098153053448964,0.6966871076599296,0.2068289850865416,27559,47.454552051961244,60.256177655212454,53.347363837584815,6.074240719910011,63.70576238216783,REPUBLICAN,ARIZONA,,0,51.92046903104286,43811.97,36.29423761783217,10.687662346699497,0
258,3,2015,5,14764.298687360686,23084.786592916706,24.41178898703872,42.4172376785272,12.110955172129117,83.12556757203005,11.640386361760093,0.6026583009989268,0.2476677949310658,0.016511186328737718,12113,48.46033187484521,50.75538677453975,60.28234128622142,7.322711136795179,63.95683420305448,REPUBLICAN,ARKANSAS,,0,54.058720717165166,39546.91,36.04316579694552,10.58524284119288,0
259,4,2015,6,19899.415220716208,31978.19450450925,24.45428921353187,44.29267092101331,11.395320218694513,63.04402604175823,4.48698791085796,0.7717595766749292,4.414324139022203,0.8309453908314728,170649,46.64838352407573,62.33438227003967,54.10872609860005,6.497547597700543,62.22807612828232,DEMOCRAT,CALIFORNIA,1984.0,1,58.31540043803903,63500.81,37.77192387171768,11.05880794070494,1
260,5,2015,8,18311.479574706213,31720.46782316732,24.30143629919791,39.28371572467823,11.44562581607909,88.40887894049618,2.7308337996642416,0.7162842753217683,0.6416713299757508,0.22010818877075172,26805,46.68158925573587,67.70751725424361,58.05260212646894,6.603245663122552,57.72764663115171,DEMOCRAT,COLORADO,2008.0,1,65.53040081197904,58825.17,42.272353368848286,10.98232510351914,1
261,6,2015,9,23466.097076355378,40075.45614533068,21.884757309111553,42.86119784274766,9.74169741697417,83.02015327845587,7.3914277604314504,0.26114107294919103,1.0559182514902072,0.11921657678115243,17615,49.10587567414136,66.49446494464945,57.723531081464664,4.956003406187908,58.554784732224405,DEMOCRAT,CONNECTICUT,2015.0,1,63.76129596236486,72330.91,41.445215267775595,11.189006840989125,1
262,7,2015,10,20754.0,27791.378896882496,21.8705035971223,41.29496402877698,10.767386091127099,75.03597122302158,16.834532374100718,0.4556354916067146,0.8872901678657075,0.0,4170,49.97601918465228,60.455635491606714,55.32374100719424,5.683453237410072,74.67783472351594,DEMOCRAT,DELAWARE,2016.0,0,60.39413416271701,76389.32,25.32216527648405,11.243598174807083,1
264,9,2015,12,17815.62907649021,27146.659860149823,21.389479182743106,40.25975567770351,10.10055441454062,79.72172426483682,12.651811047926584,0.25524438165564567,0.5045528474588344,0.07360535657046526,84233,49.06034452055608,60.29940759559793,53.94085453444612,5.7483409115192385,65.62733377980994,DEMOCRAT,FLORIDA,,0,56.219880290483594,44922.31,34.372666220190055,10.712689832285292,1
265,10,2015,13,17761.82347087547,28422.96623544931,23.086714031149477,43.25750387632779,11.64981139061813,68.0220314271829,24.148943556038972,0.22679410335331282,0.6711254078822522,0.08099789405475458,43211,48.37194232949943,59.98704033695124,57.49461942560922,5.753164703431996,62.49109724769968,REPUBLICAN,GEORGIA,,0,57.275683166438405,51174.0,37.50890275230032,10.842986869547165,0
266,11,2015,15,17808.545246277205,27615.512600229096,24.92840778923253,41.881443298969074,10.924971363115693,27.47709049255441,1.904352806414662,0.2434135166093929,3.9375715922107677,12.227949599083619,6984,45.74742268041237,61.34020618556701,56.91580756013746,7.359679266895761,64.48746943096565,DEMOCRAT,HAWAII,,0,63.32548371432446,57104.54,35.512530569034354,10.952638902115602,1
267,12,2015,16,12474.322191938028,23393.2821689858,24.644957681824703,42.44728159518003,13.785683546119639,92.66963132979487,0.3299383158800746,1.6640367235690718,0.34428346004877347,0.24386745086788122,6971,46.564337971596615,56.806770908047625,62.70262516138287,9.338688853822982,53.32437792109462,REPUBLICAN,IDAHO,,0,57.45893330993437,39902.5,46.675622078905384,10.594194257556714,0
268,13,2015,17,18778.736175615624,31383.840255270807,23.667680176417523,43.00344147816499,11.350195462594808,81.42102977045674,8.224464566139865,0.22386314277122524,0.975642353570116,0.1303083965384744,59858,47.95516054662702,61.762838718299975,56.974840455745266,5.208994620602091,59.83568620943959,DEMOCRAT,ILLINOIS,2003.0,1,60.25752775070113,62182.0,40.16431379056041,11.03782084777865,1
269,14,2015,18,14839.58843232846,25456.8515238948,24.697376712101615,41.84326601001559,11.547773024243027,89.50353198686697,6.069047855934733,0.18571949723078965,0.394653931615428,0.05969555268132524,30153,47.3319404371041,53.42088681059928,57.04904984578649,5.8368984843962455,58.29310202952412,REPUBLICAN,INDIANA,,0,57.42195121729874,50231.66,41.70689797047588,10.824400784177314,0
270,15,2015,19,14691.9393977813,23446.7175911252,23.904912836767036,39.461172741679874,12.082408874801901,95.24564183835182,1.5847860538827259,0.31061806656101426,0.21553090332805072,0.03169572107765452,15775,48.20919175911252,56.158478605388275,61.53407290015848,6.94770206022187,62.66096454943584,DEMOCRAT,IOWA,,0,65.96669187049906,57761.21,37.33903545056416,10.964072722100749,1
271,16,2015,20,14994.799653454624,25884.92816403148,23.622843116020505,40.82015738935817,12.778860732077106,89.67583567973432,3.48711284383799,1.010757346039997,0.3465453757851419,0.0649772579597141,13851,47.303443794671864,58.55894881236012,61.95220561692297,7.234134719514836,57.92868946142457,REPUBLICAN,KANSAS,,0,65.65234614014348,53259.36,42.07131053857543,10.882928842773005,0
272,17,2015,21,15847.008991954566,26082.348950938635,24.46758163748225,42.320029447336594,11.715833201872009,90.41909870116211,5.973602566125046,0.20507966556239154,0.3049902718620182,0.07887679444707367,19017,47.66787611084819,55.271599095546094,58.7789872219593,5.899984224641111,60.757599025160935,REPUBLICAN,KENTUCKY,,0,55.85560221136179,43699.31,39.242400974839065,10.685087591485342,0
273,18,2015,22,16077.21065119958,28178.93667281835,23.675191141576587,41.191668863696286,11.77959398892697,70.09227524387029,25.083047719483258,0.5589243343000264,0.3269180068547324,0.021091484313208543,18965,48.478776693909836,54.621671500131825,54.205114684945954,7.635117321381492,57.05400043255642,REPUBLICAN,LOUISIANA,2013.0,1,57.77996905076883,50401.07,42.94599956744358,10.827767683992834,0
274,19,2015,23,15182.548695939257,22198.907230108947,20.10564542753384,35.836909871244636,8.979861340376361,96.00528227137669,0.6767910201386597,0.6602839220864972,0.13205678441729943,0.03301419610432486,6058,48.53086827335754,58.61670518322879,57.74182898646418,8.798283261802576,68.39322556989102,DEMOCRAT,MAINE,2009.0,1,61.436553211275616,43757.62,31.60677443010899,10.686421048048249,1
275,20,2015,24,24866.221400712227,35256.01797524165,22.218076988299135,43.310157707308804,11.070035611327794,64.37171443106665,23.934203832457182,0.2611497371544853,1.4753264371714432,0.11531287095133119,29485,49.86603357639478,66.35577412243514,56.20484992369001,5.494319145328133,70.5304309130271,DEMOCRAT,MARYLAND,2017.0,0,60.163966837927454,61758.07,29.469569086972907,11.030979934210366,1
276,21,2015,25,22937.20084796745,34865.253960523674,25.166871974102616,39.91463030337755,9.909187269029134,83.49041739479188,5.291202337640015,0.13750823617039562,2.5267138396310194,0.13464348125017905,34907,50.118887329188986,68.98616323373535,53.969117941960064,4.812788265963847,65.78813644649826,DEMOCRAT,MASSACHUSETTS,2012.0,1,68.13428321420102,73404.84,34.21186355350174,11.203745152483153,1
277,22,2015,26,15929.341422749168,26820.78061319007,23.69627639866617,41.78167839940719,10.853556872915895,86.96507965913301,7.727399036680252,0.5650240829937013,0.5001852537977028,0.10420526120785475,43184,48.05020377917747,59.45025935531678,57.19711004075584,5.942015561319007,59.39178897319398,DEMOCRAT,MICHIGAN,1982.0,1,55.378312087302376,47820.77,40.60821102680602,10.77521534293203,1
278,23,2015,27,17446.603015432756,27041.663964156174,22.54107104757841,40.01137899153687,11.314984709480122,92.47919778109664,2.069554085769149,0.8000853424365265,0.30936633240879025,0.04622715311855487,28122,48.21492070265273,61.45722210369106,61.48566958253325,7.595476850864092,64.51749063429784,DEMOCRAT,MINNESOTA,2014.0,1,66.79158760335973,61200.19,35.48250936570215,11.021905573070761,1
279,24,2015,28,14737.854416102724,22725.34964428249,22.4188790560472,45.0546590317543,11.582509109838625,65.13968419226097,31.736942564636475,0.49453409682457056,0.2776331771646712,0.0347041471455839,11526,49.23650876279716,56.48099947943779,55.64809994794378,6.862745098039215,64.85204692905856,REPUBLICAN,MISSISSIPPI,,0,52.44471079324641,35438.43,35.14795307094143,10.475552103512,0
280,25,2015,29,16102.410771761675,24828.10349760389,24.83370288248337,41.43838065946642,11.77669694585509,88.03733638509405,7.599599456405121,0.36835705600457763,0.3898147485873686,0.05722051355410915,27962,48.86989485730634,56.21915456691224,58.15034689936342,6.744868035190616,64.85558098835736,REPUBLICAN,MISSOURI,,0,60.173772605672276,48903.45,35.14441901164265,10.797603225121517,0
281,26,2015,30,13853.8199513382,24050.84052200841,20.76974120769741,36.51846936518469,10.993143109931431,91.68325591683256,0.59721300597213,4.82194204821942,0.13271400132714,0.022119000221190004,4521,46.56049546560495,59.14620659146207,62.59677062596771,11.214333112143331,57.6022278250977,REPUBLICAN,MONTANA,,0,64.03559881531176,45224.61,42.3977721749023,10.71939668667739,0
282,27,2015,31,14917.868480725623,24759.299113584828,23.74768089053803,39.52793238507524,12.059369202226344,93.5374149659864,2.2984951556380127,0.8142650999793857,0.1958359101216244,0.030921459492888066,9702,47.43351886209029,59.09090909090909,61.30694702123274,7.709750566893424,60.25157825465484,REPUBLICAN,NEBRASKA,2012.0,1,68.85794787583262,61598.82,39.74842174534516,11.02839799349398,0
283,28,2015,32,17003.631877621516,26611.41376757957,23.932889217863313,41.384982317624804,11.407188091125915,71.2394111357842,6.661732050333087,1.702442635085122,1.381692573402418,0.4934616333580064,12159,46.788387202894974,54.90583107163418,52.109548482605476,5.370507443046304,63.89601103544855,DEMOCRAT,NEVADA,2013.0,1,58.0317242518906,50586.54,36.10398896455145,10.83144081198404,1
284,29,2015,33,18795.879920136907,30172.79092983457,21.448944666286366,37.164860239589274,8.100399315459212,94.8374215630348,0.9127210496292071,0.24244152880775813,0.48488305761551626,0.05704506560182544,7012,48.3314318311466,63.04905875641757,59.52652595550485,6.332002281802624,62.29413766809261,DEMOCRAT,NEW HAMPSHIRE,2015.0,1,64.34914914615545,57231.42,37.70586233190739,10.954858327256785,1
285,30,2015,34,23131.36089232656,38832.4817242843,20.268358251190868,46.86836768381833,11.201245106824507,73.48960052822714,10.173088713861246,0.16978729425081357,1.9360467858321935,0.13913125501108334,42406,48.36108097910673,64.68660095269537,58.890251379521764,5.0157996509927845,59.56704249952978,DEMOCRAT,NEW JERSEY,2013.0,1,59.78506731217571,63492.52,40.43295750047023,11.058677382666785,1
286,31,2015,35,15634.942114741443,23332.99331103679,22.56238744533059,41.072806791870335,10.933882171340365,72.43375353743247,1.3120658605608437,13.82814509904811,0.398765114484178,0.09004373552868536,7774,49.125289426292774,57.653717519938255,53.39593516851042,7.885258554154875,67.0078712419033,DEMOCRAT,NEW MEXICO,,0,52.25922947115194,43189.08,32.9921287580967,10.673342964500737,1
287,32,2015,36,21789.07592746704,32244.00216810477,23.41334150935132,42.331698129735884,10.686128509482721,71.90333318733302,11.831501029302265,0.33616573956462703,3.425167535368578,0.20476545048399106,91324,49.17984319565503,63.65906004993211,53.736148219526086,5.3074766764486885,67.57559379220125,DEMOCRAT,NEW YORK,2016.0,0,61.55052868089197,75662.3,32.424406207798754,11.234035296879085,1
288,33,2015,37,16877.18000683138,27274.555618809063,22.92838437891381,41.15678014345895,11.098713423659342,75.45030171923032,16.745986564955025,1.1886599111920757,0.4349311169304338,0.047819651599681205,43915,47.93123078674712,61.89684618012069,58.31720368894455,6.082204258226119,61.87884504043962,REPUBLICAN,NORTH CAROLINA,,0,56.7391781268475,50725.08,38.12115495956038,10.834175741824364,0
289,34,2015,38,13972.893398407396,25964.796814795787,25.044952478808117,38.53069612124326,12.535319804777806,92.85897765219624,0.9247367069098382,3.4420755201643978,0.23118417672745956,0.0,3893,45.723092730542,61.75186231697919,62.316979193424096,9.786796814795787,53.81476118636552,REPUBLICAN,NORTH DAKOTA,,0,79.10161911329293,74264.28,46.18523881363447,11.215385361405527,0
290,35,2015,39,16404.174098523436,26500.314068734715,24.202416196237795,41.375062059834875,11.174447897320855,87.86569332328118,7.989629112038688,0.15262122354412225,0.4688965301656768,0.07723001673317029,54383,48.50412812827538,55.5541253700605,55.77294375080448,5.102697534155895,61.90181012940224,DEMOCRAT,OHIO,,0,59.04268641832544,52593.16,38.09818987059775,10.87034135224731,1
291,36,2015,40,13985.357768326245,25670.145108831624,26.113335001250938,42.638228671503626,12.271703777833375,75.80060045033775,5.010007505629222,8.299974981235927,0.2814610958218664,0.06880160120090067,15988,45.99699774831123,52.09532149111834,57.955966975231426,8.381285964473355,54.481023418580854,REPUBLICAN,OKLAHOMA,,0,58.498592769551244,47780.99,45.518976581419146,10.774383140631658,0
292,37,2015,41,17071.78467635403,26595.311536767946,22.754293262879788,39.32738881549978,11.250550418317921,87.56054601497138,1.34852487890797,1.2824746807573757,0.8916776750330251,0.40730955526199913,18168,48.156098634962575,63.408190224570674,57.09489211800969,6.241743725231176,64.19095581096063,DEMOCRAT,OREGON,2019.0,0,59.50197857830029,49953.62,35.80904418903936,10.81885025392317,1
293,38,2015,42,17359.593277029853,27604.78886194498,22.918304206037295,40.84956936198679,10.146333305460322,89.58608579312651,5.6058198846057365,0.1438247345095744,0.7057446274772138,0.05017141901496781,59795,48.045823229367,54.509574379128686,57.64194330629651,6.216238815954512,62.88616574409376,DEMOCRAT,PENNSYLVANIA,,0,58.72123634404126,55859.25,37.11383425590624,10.930590412985831,1
294,39,2015,44,19794.82242272989,28392.823958533307,23.939335765022076,39.43175273564984,9.406795930120945,86.58091764254175,4.952966020349395,0.26876559800345556,0.9022845075830294,0.0959877135726627,5209,49.58725283163755,63.33269341524285,53.119600691111536,5.279324246496448,69.71769504731023,DEMOCRAT,RHODE ISLAND,,0,59.32787452951406,53391.63,30.282304952689767,10.885409271090008,1
295,40,2015,45,16045.40893700224,24656.962659163528,24.412227574037864,40.054365968811105,10.420144022127904,74.64352138871668,20.92612904764176,0.40536029376698934,0.3481329581763556,0.014306833897658449,20969,48.77199675711765,58.88215937812962,55.791883256235394,5.398445324049788,65.07455585183001,REPUBLICAN,SOUTH CAROLINA,,0,53.854876811833975,42069.92,34.925444148169994,10.647088274990175,0
296,41,2015,46,13076.740046838408,21428.87822014052,22.646370023419205,40.60889929742389,12.903981264637002,91.42857142857143,0.7259953161592506,5.081967213114754,0.117096018735363,0.0702576112412178,4270,46.557377049180324,55.69086651053864,62.34192037470726,9.414519906323186,61.023913209548574,REPUBLICAN,SOUTH DAKOTA,,0,69.33621790109083,56292.71,38.976086790451426,10.938320320841578,0
297,42,2015,47,15795.549932872043,25686.204344383623,23.76673895831182,41.37836070088471,11.057179248855382,83.24210816207098,12.661365279355572,0.2375296912114014,0.2134324761609694,0.07229164515129609,29049,48.0016523804606,55.09311852387346,58.5149230610348,5.65251815897277,61.494293672571345,REPUBLICAN,TENNESSEE,,0,58.51857231620926,49355.71,38.505706327428655,10.80680874232242,0
298,43,2015,48,17193.04440020846,31362.440379670054,24.176199711232048,44.472827619202214,12.38284820886979,78.33386017821596,9.281582926808431,0.52712966364514,0.9312339276713172,0.08287127613221813,117049,46.25413288451845,57.0000598040137,58.01245632171142,7.239703030354809,54.82049289555106,REPUBLICAN,TEXAS,,0,59.757804303404505,57245.57,45.179507104448945,10.955105538509843,0
299,44,2015,49,13057.323776275718,29512.61977271039,31.070340934412837,47.515412612344946,15.174923865408898,90.74500482804724,0.7947708534501968,1.099309217856347,0.43823813414543566,0.23768847953650746,13463,44.262051548689,61.932704449231224,63.00230260714551,6.246750352818837,44.24318775098885,REPUBLICAN,UTAH,,0,62.538870488459345,50009.57,55.756812249011155,10.81996966609564,0
300,45,2015,50,16943.684210526317,23525.87515299877,19.798041615667074,36.536107711138314,9.241126070991433,96.60342717258261,0.9179926560587516,0.24479804161566707,0.15299877600979192,0.030599755201958383,3268,48.776009791921666,59.27172582619339,60.18971848225214,8.13953488372093,72.02148315560774,DEMOCRAT,VERMONT,2005.0,1,69.11171122225596,49477.68,27.97851684439226,10.809276937775799,1
301,46,2015,51,21170.125320070907,34076.946031120744,23.567067165649004,41.53043135710065,10.993204648414418,73.80835138861532,14.915304313571006,0.32499507583218434,1.0389994090998622,0.13787669883789638,40616,48.31593460705141,65.84104786291117,58.23567067165649,5.60616505810518,62.12447940827006,DEMOCRAT,VIRGINIA,,0,60.476954163127594,57849.08,37.875520591729945,10.96559282929744,1
302,47,2015,53,18879.714018804243,33267.44786644166,23.194913211186115,41.23071359691418,12.246865959498553,80.27965284474446,2.8025554484088717,1.5820877531340405,1.7659112825458052,0.5484570877531341,33184,46.7393924783028,64.44069431051109,58.99529893924783,6.9732401157184185,56.75131466231,DEMOCRAT,WASHINGTON,2018.0,0,58.58718926701275,65147.89,43.24868533768999,11.084415195228834,1
303,48,2015,54,14804.509003939223,25065.64434440068,21.62352279122116,40.58806978052898,9.721440630275746,94.9634214969049,2.8418683173888577,0.09848058525604952,0.3095104108047271,0.014068655036578503,7108,47.41136747326956,50.73157006190208,58.87732132808104,8.08947664603264,59.062950070327425,REPUBLICAN,WEST VIRGINIA,,0,49.05475519331298,38718.05,40.937049929672575,10.564061178552079,0
304,49,2015,55,16016.991086732944,25164.70894754885,22.23517312307165,39.739458347617415,10.479945149125815,93.32533424751458,2.529996571820363,0.7576276996914638,0.17826534110387385,0.027425437092903668,29170,48.13507027768255,55.392526568392185,60.538224202948236,7.4048680150839905,63.64862442922499,DEMOCRAT,WISCONSIN,,0,62.894844928627414,53373.76,36.35137557077501,10.885074518410946,1
305,50,2015,56,14950.860670194004,30102.356261022927,22.92768959435626,38.236331569664905,12.204585537918872,92.80423280423281,0.6701940035273368,3.2804232804232805,0.14109347442680775,0.03527336860670194,2835,45.85537918871252,59.54144620811287,61.19929453262787,10.793650793650794,49.66674548846745,REPUBLICAN,WYOMING,,0,69.2429428246437,65612.09,50.333254511532544,11.091515256731734,0
306,51,2016,1,15848.422011846302,26824.773958386068,22.98891307649471,41.77087024755733,11.04642332810206,75.85176935149092,20.224775983394927,0.455626993368096,0.30375132891206397,0.0405001771882752,19753,48.468587050068344,57.23181288918139,59.54538551106161,5.892775780894041,59.08128820184039,REPUBLICAN,ALABAMA,,0,53.82847212062733,42626.78,40.918711798159606,10.660237973244705,0
307,52,2016,2,17557.762978142076,27963.49726775956,28.9275956284153,40.84699453551912,13.69535519125683,62.22677595628415,1.9808743169398908,22.438524590163933,0.10245901639344263,0.10245901639344263,2928,45.833333333333336,54.67896174863388,52.35655737704918,8.435792349726777,62.788151317486495,REPUBLICAN,ALASKA,,0,61.55876510790156,68411.9,37.2118486825135,11.133302065086653,0
308,53,2016,4,17688.701099819016,28258.522692468327,25.32020047333983,41.751357371571764,11.412362522622859,77.58248642628428,3.7519142419601836,4.917861617708478,0.7622163441459,0.18098287623555617,28732,47.567172490602815,61.022553250730894,52.92356953918976,5.732284560768481,62.59598667744065,REPUBLICAN,ARIZONA,,0,52.48230790176258,45077.18,37.40401332255935,10.716131410740074,0
309,54,2016,5,15445.370565792678,24258.12728305869,23.54898936601997,42.000162350840164,12.08702005032876,82.90445653056254,11.429499147658088,0.5925805666044321,0.18670346619043754,0.03247016803311957,12319,48.380550369348164,51.81427063885056,60.00487052520497,6.339800308466597,63.67091072433841,REPUBLICAN,ARKANSAS,,0,54.47188412385124,39844.84,36.32908927566158,10.59274819026349,0
310,55,2016,6,20817.503847884527,33620.058808598034,24.55665678254549,44.146831119982465,11.374623576513482,62.0345905781634,4.4017029917734884,0.7839992615753828,4.667074338590763,0.8128439731859561,173342,46.63209147234946,62.796090964682534,54.096525942933624,6.304877063839116,61.91989123636106,DEMOCRAT,CALIFORNIA,1984.0,1,59.20403555772526,65536.63,38.08010876363895,11.09036450195003,1
311,56,2016,8,19299.48546596553,31912.88175576979,24.547180835524394,39.154250657318144,11.462898042652643,87.8542214431785,2.8374233128834354,0.7486123283669296,0.6901840490797546,0.2702307917031843,27384,46.64402570844289,68.15293602103418,57.26701723634239,6.679082676015192,60.47553340267121,DEMOCRAT,COLORADO,2008.0,1,66.14062372606445,59540.95,39.52446659732879,10.994419590102538,1
312,57,2016,9,23809.10331711137,41213.28970185154,22.14577389942384,41.10868713990043,9.14582983722101,82.63690775857246,7.663478212228003,0.2517200872629636,1.0292554679196733,0.12306315377300442,17877,49.0854170162779,66.75616714213794,56.47480002237512,4.866588353750629,57.77045096218496,DEMOCRAT,CONNECTICUT,2015.0,1,64.28534315875335,73678.21,42.22954903781504,11.207462376388692,1
313,58,2016,10,20950.847007722008,30301.00627413128,21.57335907335907,41.62644787644788,10.15926640926641,76.23069498069498,16.578185328185327,0.6274131274131274,1.085907335907336,0.02413127413127413,4144,49.68629343629344,59.1457528957529,54.826254826254825,5.405405405405405,69.1424133514941,DEMOCRAT,DELAWARE,2016.0,1,60.913126362515776,73065.56,30.857586648505908,11.199112399287785,1
315,60,2016,12,18031.78095913174,28277.849913429476,21.50783782841605,39.85381781842268,9.873688369336602,79.68555724694099,12.498692726913557,0.2812089661503422,0.5391775218750363,0.07088325179822676,86057,48.52365292771071,60.01952194475754,53.79341599172641,5.935600822710529,63.7664497630997,REPUBLICAN,FLORIDA,,0,56.634996727870046,46211.99,36.23355023690031,10.740994567208876,0
316,61,2016,13,18412.2219956036,29396.215106397445,23.84254538037936,42.9736895778095,11.380787273098104,67.18788950075917,24.429487615292224,0.3376617490425363,0.7002515466721055,0.11330931175924037,44127,48.29469485802343,60.43012214743808,56.80422417114239,5.955537426065674,62.634668881561495,REPUBLICAN,GEORGIA,,0,57.94999865159061,53135.3,37.36533111843851,10.880596769786905,0
317,62,2016,15,18181.34782608696,28245.394109396915,25.17531556802244,41.27629733520337,10.406732117812062,26.858345021037866,1.8232819074333801,0.1402524544179523,3.7166900420757365,12.945301542776999,7130,47.040673211781204,62.87517531556802,55.77840112201964,7.026647966339411,64.36924815305811,DEMOCRAT,HAWAII,,0,64.028455753962,58759.26,35.630751846941884,10.981204036607425,1
318,63,2016,16,13051.726878612715,25273.92052023121,23.90173410404624,42.384393063583815,13.742774566473988,92.25433526011561,0.5491329479768786,1.5317919075144508,0.17341040462427745,0.14450867052023122,6920,45.505780346820806,55.83815028901734,63.179190751445084,8.482658959537572,51.6410853953786,REPUBLICAN,IDAHO,,0,58.000007125738406,40903.31,48.358914604621404,10.618966267851665,0
319,64,2016,17,19753.238540320173,31673.471214079746,23.928606940439494,42.83749295681283,11.21109674853336,80.53428789234695,8.518113420171687,0.22206754830797787,0.9843889827980511,0.17069371250538598,60342,48.45049882337344,62.6595074740645,56.48470385469491,5.2600178979815055,62.365246950070016,DEMOCRAT,ILLINOIS,2003.0,1,60.870738838324904,62918.05,37.634753049929984,11.049588364956422,1
320,65,2016,18,15597.187578763693,26004.86392865221,24.69060005816396,40.9409635828998,11.797589427085017,89.68559149513685,5.49326267489579,0.2617378098038582,0.37806572527223964,0.054932626748957894,30947,47.856011891298024,53.64332568585,57.21394642453227,5.793776456522441,59.97796266712506,REPUBLICAN,INDIANA,,0,57.96274664057809,51331.68,40.022037332874945,10.846063384416766,0
321,66,2016,19,15416.365468169512,23989.22360052893,24.6898809898621,40.1863862477174,12.373276242050249,94.8680813550784,1.6875511617656318,0.25817014041936903,0.27076380580567977,0.03148416346577671,15881,48.07631761224104,56.52666708645551,61.091870788993134,6.907625464391411,64.26371159352402,REPUBLICAN,IOWA,,0,65.96037290829533,57798.16,35.73628840647598,10.964712220243724,0
322,67,2016,20,15623.219944759412,26382.797645006543,24.371274894606774,40.681785143189416,12.937927024276785,89.83137083878471,3.49614769588603,0.8576828027329554,0.3634249164122692,0.06541648495420846,13758,47.615932548335515,59.565343799970925,60.96089547899404,6.81785143189417,59.21744977533272,REPUBLICAN,KANSAS,,0,65.77985339396776,55113.88,40.78255022466728,10.917156869044245,0
323,68,2016,21,16620.435978616286,26831.93076244356,24.47189494991436,42.430061763637305,12.176259926298853,90.61088908496393,5.994705973945088,0.19203820003114133,0.23355997301084758,0.11937509731665542,19267,48.206778429438934,56.73950277676857,58.89863497171329,5.973945087455235,61.94275069418328,REPUBLICAN,KENTUCKY,,0,56.272202861694666,44271.01,38.05724930581672,10.698085340013037,0
324,69,2016,22,16712.032114279576,27707.89377584448,23.59164384297299,40.81413457923849,11.363514311798507,70.36679018312658,24.52070243273723,0.6551742656140916,0.33295741367273507,0.0644433703882713,18621,49.390473121744265,55.061489715912145,53.47725686053381,7.34117394339724,60.31505768529036,REPUBLICAN,LOUISIANA,2013.0,1,57.4916274080147,48542.17,39.68494231470964,10.790188183678946,0
325,70,2016,23,16290.173794513546,23176.69858578974,21.0938831146703,35.798262054864544,10.461748168342137,96.28556823990458,0.7497018231385244,0.7497018231385244,0.20446413358323395,0.03407735559720566,5869,48.84988924859431,58.97086386096439,58.64712898279094,8.826035099676265,70.28686046122846,DEMOCRAT,MAINE,2009.0,1,62.050380230990704,45257.44,29.713139538771536,10.720122355502106,1
326,71,2016,24,25003.795341098168,36034.46755407654,21.630615640599,43.17803660565724,11.244592346089851,64.48252911813644,23.883527454242927,0.22296173044925124,1.4941763727121464,0.13976705490848584,30050,49.73710482529118,65.9900166389351,56.36272878535774,5.207986688851913,69.38855223426083,DEMOCRAT,MARYLAND,2017.0,0,60.91314253637498,64571.74,30.611447765739175,11.075532132756274,1
327,72,2016,25,23698.367911479945,35701.48852570073,25.243458379202302,40.29694865498067,9.684703757021481,83.3657944505603,5.521212634431366,0.18347587997854745,2.232760324046631,0.15242611567448555,35427,50.35707228949671,68.86837722640924,54.15078894628391,5.188133344624156,66.37921523753835,DEMOCRAT,MASSACHUSETTS,2012.0,1,68.98496912386777,75393.49,33.62078476246165,11.23047621074603,1
328,73,2016,26,16873.914610919644,27854.07024306185,23.87311808452748,41.2298204244513,10.749591873752948,86.65200435334664,7.520859785960457,0.5260293850897878,0.5214946490114275,0.10656629784146562,44104,48.079539270814436,59.402775258479956,57.142209323417376,6.065209504806821,60.579708687719545,REPUBLICAN,MICHIGAN,1982.0,1,56.01483285760053,49263.41,39.420291312280455,10.804936893801562,0
329,74,2016,27,18308.77386569873,28215.46497277677,22.56261343012704,40.722323049001815,12.217785843920145,91.73139745916515,2.2286751361161525,0.9764065335753176,0.2613430127041742,0.050816696914700546,27550,47.55716878402904,63.328493647912886,60.936479128856625,7.136116152450091,64.88914459982728,DEMOCRAT,MINNESOTA,2014.0,1,66.92890598983595,62291.39,35.11085540017273,11.039578492977544,1
330,75,2016,28,15168.709372312984,23628.095442820293,22.596732588134135,43.69733447979364,11.625107480653483,65.56319862424763,31.384350816852965,0.4815133276010318,0.2579535683576956,0.051590713671539126,11630,49.92261392949269,57.16251074806535,56.251074806534824,6.526225279449699,64.19776578701011,REPUBLICAN,MISSISSIPPI,,0,52.87192013629395,35903.85,35.80223421298988,10.488599811066154,0
